combination,rate
"(1,)",1.0
"(2,)",1.0
"(1, 2)",1.0
"(0, 1, 7)",0.8695652173913043
"(0, 1, 8)",0.8695652173913043
"(0, 1, 4, 7)",0.8695652173913043
"(0, 1, 5, 7)",0.8695652173913043
"(0, 1, 5, 8)",0.8695652173913043
"(0, 1, 6, 8)",0.8695652173913043
"(0, 2, 4, 7)",0.8695652173913043
"(0, 2, 5, 7)",0.8695652173913043
"(0, 2, 5, 8)",0.8695652173913043
"(0, 6, 7, 8)",0.8695652173913043
"(0, 1, 5, 6, 8)",0.8695652173913043
"(0, 2, 5, 6, 8)",0.8695652173913043
"(0, 6)",0.8664596273291926
"(0, 7)",0.8664596273291926
"(0, 8)",0.8664596273291926
"(0, 2, 7)",0.8664596273291926
"(0, 2, 8)",0.8664596273291926
"(0, 5, 7)",0.8664596273291926
"(0, 5, 8)",0.8664596273291926
"(0, 6, 7)",0.8664596273291926
"(0, 6, 8)",0.8664596273291926
"(0, 1, 2, 7)",0.8664596273291926
"(0, 1, 2, 8)",0.8664596273291926
"(0, 1, 4, 8)",0.8664596273291926
"(0, 1, 5, 6)",0.8664596273291926
"(0, 1, 7, 8)",0.8664596273291926
"(0, 2, 4, 8)",0.8664596273291926
"(0, 2, 5, 6)",0.8664596273291926
"(0, 2, 6, 8)",0.8664596273291926
"(0, 2, 7, 8)",0.8664596273291926
"(0, 1, 2, 4, 7)",0.8664596273291926
"(0, 1, 2, 5, 7)",0.8664596273291926
"(0, 1, 2, 5, 8)",0.8664596273291926
"(0, 1, 2, 6, 8)",0.8664596273291926
"(0, 1, 2, 7, 8)",0.8664596273291926
"(0, 1, 4, 7, 8)",0.8664596273291926
"(0, 1, 5, 7, 8)",0.8664596273291926
"(0, 2, 4, 7, 8)",0.8664596273291926
"(0, 2, 5, 7, 8)",0.8664596273291926
"(0, 2, 6, 7, 8)",0.8664596273291926
"(0, 1, 2, 5, 7, 8)",0.8664596273291926
"(0, 1, 2, 6, 7, 8)",0.8664596273291926
"(0, 4)",0.8633540372670807
"(0, 5)",0.8633540372670807
"(0, 1, 5)",0.8633540372670807
"(0, 1, 6)",0.8633540372670807
"(0, 2, 5)",0.8633540372670807
"(0, 2, 6)",0.8633540372670807
"(0, 5, 6)",0.8633540372670807
"(0, 1, 2, 5)",0.8633540372670807
"(0, 1, 2, 6)",0.8633540372670807
"(0, 1, 4, 6)",0.8633540372670807
