combination,rate
"(0, 1, 2)",0.8159722222222222
"(0, 1, 2, 5, 6)",0.8090277777777778
"(0, 1, 2, 3, 5, 7)",0.8090277777777778
"(0, 1, 2, 3, 5, 6, 7)",0.8090277777777778
"(0, 1, 2, 3, 5, 6, 8)",0.8090277777777778
"(0, 1, 2, 3)",0.8055555555555556
"(0, 1, 2, 4)",0.8055555555555556
"(0, 1, 2, 5)",0.8055555555555556
"(0, 1, 2, 6)",0.8055555555555556
"(0, 1, 2, 7)",0.8055555555555556
"(0, 1, 2, 3, 4)",0.8055555555555556
"(0, 1, 2, 3, 6)",0.8055555555555556
"(0, 1, 2, 3, 7)",0.8055555555555556
"(0, 1, 2, 4, 6)",0.8055555555555556
"(0, 1, 2, 4, 8)",0.8055555555555556
"(0, 1, 2, 7, 8)",0.8055555555555556
"(0, 3, 5, 7, 8)",0.8055555555555556
"(0, 1, 2, 3, 4, 6)",0.8055555555555556
"(0, 1, 2, 3, 4, 7)",0.8055555555555556
"(0, 1, 2, 3, 5, 8)",0.8055555555555556
"(0, 1, 2, 3, 6, 7)",0.8055555555555556
"(0, 1, 2, 3, 6, 8)",0.8055555555555556
"(0, 1, 2, 3, 7, 8)",0.8055555555555556
"(0, 1, 2, 4, 5, 6)",0.8055555555555556
"(0, 1, 2, 4, 5, 7)",0.8055555555555556
"(0, 1, 2, 4, 6, 7)",0.8055555555555556
"(0, 1, 2, 4, 6, 8)",0.8055555555555556
"(0, 1, 2, 4, 7, 8)",0.8055555555555556
"(0, 3, 5, 6, 7, 8)",0.8055555555555556
"(0, 1, 2, 3, 4, 5, 7)",0.8055555555555556
"(0, 1, 2, 3, 4, 6, 7)",0.8055555555555556
"(0, 1, 2, 3, 4, 6, 8)",0.8055555555555556
"(0, 1, 2, 3, 4, 7, 8)",0.8055555555555556
"(0, 1, 2, 3, 5, 7, 8)",0.8055555555555556
"(0, 1, 2, 3, 6, 7, 8)",0.8055555555555556
"(0, 1, 2, 4, 5, 6, 7)",0.8055555555555556
"(0, 1, 2, 4, 5, 6, 8)",0.8055555555555556
"(0, 1, 2, 4, 5, 7, 8)",0.8055555555555556
"(0, 1, 2, 4, 6, 7, 8)",0.8055555555555556
"(0, 1, 2, 3, 4, 5, 6, 7)",0.8055555555555556
"(0, 1, 2, 3, 4, 5, 7, 8)",0.8055555555555556
"(0, 1, 2, 3, 4, 6, 7, 8)",0.8055555555555556
"(0, 1, 2, 3, 5, 6, 7, 8)",0.8055555555555556
"(0, 1, 2, 4, 5, 6, 7, 8)",0.8055555555555556
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.8055555555555556
"(0, 3, 7)",0.8020833333333334
"(0, 3, 8)",0.8020833333333334
"(0, 1, 3, 5)",0.8020833333333334
"(0, 1, 5, 6)",0.8020833333333334
"(0, 1, 5, 7)",0.8020833333333334
"(0, 1, 6, 7)",0.8020833333333334
"(0, 3, 4, 7)",0.8020833333333334
"(0, 3, 4, 8)",0.8020833333333334
"(0, 3, 5, 7)",0.8020833333333334
"(0, 3, 6, 7)",0.8020833333333334
"(0, 3, 6, 8)",0.8020833333333334
