合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
SM,20180619,0,[ 0.],7890.0,5,39450.0,82
SF,20180619,0,[ 0.],6342.0,5,31710.0,92
Y,20180619,0,[ 0.],5458.0,10,54580.0,52
I,20180619,0,[ 0.],450.5,100,45050.0,56
SR,20180619,0,[ 0.],5106.0,10,51060.0,50
M,20180619,1,[ 1.],3054.0,10,30540.0,108
C,20180619,1,[ 1.],1763.0,10,17630.0,165
CF,20180619,1,[ 1.],16745.0,5,83725.0,40
RM,20180619,1,[ 1.],2454.0,10,24540.0,131
A,20180619,1,[ 1.],3658.0,10,36580.0,82
