合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
SM,20180206,0,[ 0.],7742.0,5,38710.0,82
SF,20180206,0,[ 0.],6688.0,5,33440.0,92
Y,20180206,0,[ 0.],5600.0,10,56000.0,52
JD,20180206,0,[ 0.],3682.0,10,36820.0,78
FG,20180206,0,[ 0.],1482.0,20,29640.0,101
M,20180206,1,[ 1.],2764.0,10,27640.0,108
CF,20180206,1,[ 1.],15050.0,5,75250.0,40
RM,20180206,1,[ 1.],2303.0,10,23030.0,131
A,20180206,1,[ 1.],3500.0,10,35000.0,82
P,20180206,1,[ 1.],5106.0,10,51060.0,57
