训练日,交易日,盯市日,品种,多空标志,开仓价格,盯市价格,收益率
20180604,20180605,20180606,SR,1,5500.0,5460.0,-0.007272727272727273
20180605,20180606,20180607,JM,-1,1248.0,1242.5,0.004407051282051282
20180605,20180606,20180607,J,-1,2044.5,2022.0,0.011005135730007337
20180605,20180606,20180607,I,-1,468.5,471.0,-0.005336179295624333
20180605,20180606,20180607,BB,-1,136.9,136.9,-0.0
20180605,20180606,20180607,ZC,-1,633.0,629.8,0.0050552922590838
20180605,20180606,20180607,AG,1,3728.0,3755.0,0.007242489270386266
20180605,20180606,20180607,SN,1,151900.0,152830.0,0.006122448979591836
20180605,20180606,20180607,C,1,1764.0,1760.0,-0.0022675736961451248
20180605,20180606,20180607,CF,1,17680.0,17705.0,0.001414027149321267
20180605,20180606,20180607,SR,1,5460.0,5405.0,-0.010073260073260074
20180606,20180607,20180608,JM,-1,1242.5,1259.5,-0.013682092555331992
20180606,20180607,20180608,J,-1,2022.0,2080.5,-0.028931750741839762
20180606,20180607,20180608,I,-1,471.0,469.5,0.0031847133757961785
20180606,20180607,20180608,BB,-1,136.9,136.9,-0.0
20180606,20180607,20180608,ZC,-1,629.8,638.0,-0.013020006351222684
20180606,20180607,20180608,AG,1,3755.0,3777.0,0.005858854860186418
20180606,20180607,20180608,SN,1,152830.0,153780.0,0.006216057056860564
20180606,20180607,20180608,C,1,1760.0,1766.0,0.003409090909090909
20180606,20180607,20180608,CF,1,17705.0,17695.0,-0.0005648121999435188
20180606,20180607,20180608,SR,1,5405.0,5388.0,-0.0031452358926919517
20180607,20180608,20180611,JM,-1,1259.5,1255.0,0.003572846367606193
20180607,20180608,20180611,J,-1,2080.5,2071.0,0.0045662100456621
20180607,20180608,20180611,I,-1,469.5,468.0,0.003194888178913738
20180607,20180608,20180611,BB,-1,136.9,136.9,-0.0
20180607,20180608,20180611,ZC,-1,638.0,636.2,0.0028213166144199914
20180607,20180608,20180611,AG,1,3777.0,3770.0,-0.0018533227429176596
20180607,20180608,20180611,SN,1,153780.0,152230.0,-0.010079334113668877
20180607,20180608,20180611,C,1,1766.0,1755.0,-0.00622876557191393
20180607,20180608,20180611,CF,1,17695.0,17625.0,-0.003955919751342187
20180607,20180608,20180611,SR,1,5388.0,5257.0,-0.02431328878990349
20180608,20180611,20180612,JM,-1,1255.0,1242.5,0.0099601593625498
20180608,20180611,20180612,J,-1,2071.0,2071.5,-0.00024142926122646064
20180608,20180611,20180612,I,-1,468.0,470.0,-0.004273504273504274
20180608,20180611,20180612,BB,-1,136.9,136.9,-0.0
20180608,20180611,20180612,ZC,-1,636.2,629.0,0.011317195850361592
20180608,20180611,20180612,AG,1,3770.0,3801.0,0.008222811671087533
20180608,20180611,20180612,SN,1,152230.0,152400.0,0.001116731261906326
20180608,20180611,20180612,C,1,1755.0,1752.0,-0.0017094017094017094
20180608,20180611,20180612,CF,1,17625.0,17800.0,0.009929078014184398
20180608,20180611,20180612,SR,1,5257.0,5289.0,0.006087121932661214
20180611,20180612,20180613,JM,-1,1242.5,1279.5,-0.02977867203219316
20180611,20180612,20180613,J,-1,2071.5,2145.5,-0.03572290610668598
20180611,20180612,20180613,I,-1,470.0,472.0,-0.00425531914893617
20180611,20180612,20180613,BB,-1,136.9,136.9,-0.0
20180611,20180612,20180613,ZC,-1,629.0,647.0,-0.028616852146263912
20180611,20180612,20180613,AG,1,3801.0,3795.0,-0.0015785319652722968
20180611,20180612,20180613,SN,1,152400.0,152180.0,-0.0014435695538057743
20180611,20180612,20180613,C,1,1752.0,1753.0,0.0005707762557077625
20180611,20180612,20180613,CF,1,17800.0,17740.0,-0.0033707865168539327
20180611,20180612,20180613,SR,1,5289.0,5283.0,-0.0011344299489506524
20180612,20180613,20180614,JM,-1,1279.5,1260.5,0.014849550605705353
20180612,20180613,20180614,J,-1,2145.5,2132.0,0.006292239571195526
20180612,20180613,20180614,I,-1,472.0,471.5,0.001059322033898305
20180612,20180613,20180614,BB,-1,136.9,136.9,-0.0
20180612,20180613,20180614,ZC,-1,647.0,645.0,0.0030911901081916537
20180612,20180613,20180614,AG,1,3795.0,3808.0,0.0034255599472990776
20180612,20180613,20180614,SN,1,152180.0,147860.0,-0.028387435931134183
20180612,20180613,20180614,C,1,1753.0,1756.0,0.0017113519680547634
20180612,20180613,20180614,CF,1,17740.0,18040.0,0.016910935738444193
20180612,20180613,20180614,SR,1,5283.0,5235.0,-0.009085746734809767
20180613,20180614,20180615,JM,-1,1260.5,1255.0,0.00436334787782626
20180613,20180614,20180615,J,-1,2132.0,2185.0,-0.024859287054409006
20180613,20180614,20180615,I,-1,471.5,473.0,-0.003181336161187699
20180613,20180614,20180615,BB,-1,136.9,136.9,-0.0
20180613,20180614,20180615,ZC,-1,645.0,642.0,0.004651162790697674
20180613,20180614,20180615,AG,1,3808.0,3886.0,0.020483193277310924
20180613,20180614,20180615,SN,1,147860.0,147750.0,-0.0007439469768700122
20180613,20180614,20180615,C,1,1756.0,1765.0,0.005125284738041002
20180613,20180614,20180615,CF,1,18040.0,17595.0,-0.02466740576496674
20180613,20180614,20180615,SR,1,5235.0,5220.0,-0.0028653295128939827
20180614,20180615,20180619,JM,-1,1255.0,1255.0,-0.0
20180614,20180615,20180619,J,-1,2185.0,2163.5,0.009839816933638444
20180614,20180615,20180619,I,-1,473.0,469.0,0.008456659619450317
20180614,20180615,20180619,BB,-1,136.9,136.9,-0.0
20180614,20180615,20180619,ZC,-1,642.0,655.0,-0.020249221183800622
20180614,20180615,20180619,AG,1,3886.0,3733.0,-0.03937210499227998
20180614,20180615,20180619,SN,1,147750.0,147100.0,-0.004399323181049069
20180614,20180615,20180619,C,1,1765.0,1768.0,0.0016997167138810198
20180614,20180615,20180619,CF,1,17595.0,17505.0,-0.005115089514066497
20180614,20180615,20180619,SR,1,5220.0,5215.0,-0.0009578544061302681
20180615,20180619,20180620,JM,-1,1255.0,1200.5,0.04342629482071713
20180615,20180619,20180620,J,-1,2163.5,2084.5,0.03651490640166397
20180615,20180619,20180620,I,-1,469.0,450.0,0.04051172707889126
20180615,20180619,20180620,BB,-1,136.9,136.9,-0.0
20180615,20180619,20180620,ZC,-1,655.0,644.8,0.015572519083969534
20180615,20180619,20180620,AG,1,3733.0,3726.0,-0.0018751674256630056
20180615,20180619,20180620,SN,1,147100.0,145000.0,-0.014276002719238613
20180615,20180619,20180620,C,1,1768.0,1763.0,-0.002828054298642534
20180615,20180619,20180620,CF,1,17505.0,16650.0,-0.04884318766066838
20180615,20180619,20180620,SR,1,5215.0,5110.0,-0.020134228187919462
20180619,20180620,20180621,JM,-1,1200.5,1208.5,-0.006663890045814244
20180619,20180620,20180621,J,-1,2084.5,2120.0,-0.01703046294075318
20180619,20180620,20180621,I,-1,450.0,454.0,-0.008888888888888889
20180619,20180620,20180621,BB,-1,136.9,132.5,0.03214024835646461
20180619,20180620,20180621,ZC,-1,644.8,650.4,-0.008684863523573236
20180619,20180620,20180621,AG,1,3726.0,3732.0,0.001610305958132045
20180619,20180620,20180621,SN,1,145000.0,146000.0,0.006896551724137931
20180619,20180620,20180621,C,1,1763.0,1771.0,0.0045377197958026095
20180619,20180620,20180621,CF,1,16650.0,16910.0,0.015615615615615615
20180619,20180620,20180621,SR,1,5110.0,5133.0,0.004500978473581213
20180620,20180621,20180622,JM,-1,1208.5,1208.5,-0.0
20180620,20180621,20180622,J,-1,2120.0,2120.0,-0.0
20180620,20180621,20180622,I,-1,454.0,454.0,-0.0
20180620,20180621,20180622,BB,-1,132.5,132.5,-0.0
20180620,20180621,20180622,ZC,-1,650.4,650.4,-0.0
20180620,20180621,20180622,AG,1,3732.0,3732.0,0.0
20180620,20180621,20180622,SN,1,146000.0,146000.0,0.0
20180620,20180621,20180622,C,1,1771.0,1771.0,0.0
20180620,20180621,20180622,CF,1,16910.0,16910.0,0.0
20180620,20180621,20180622,SR,1,5133.0,5133.0,0.0
