ÈÕÆÚ,ret,net
20180103,0.008964390362638089,1.0
20180104,-0.07544651374572,0.992455348625428
20180105,0.05435821471921138,0.9978501587194091
20180108,-0.08256017848453337,0.9896118899989397
20180109,-0.0050136990552996355,0.9891157283791396
20180110,0.04576263265902093,0.9936421823526471
20180111,-0.00504114850921054,0.9931412725720216
20180112,0.06872473223569113,0.9999666093749943
20180115,0.019116795386390262,1.0018782250814589
20180116,0.06441817246636942,1.0083321415108186
20180117,-0.027582113676626805,1.005550948335724
20180118,-0.011245587747648885,1.0044201471932999
20180119,-0.05529582142166948,0.9988661234841472
20180122,0.03535819215585669,1.00239793351736
20180123,0.03614163141820158,1.0060207631821152
20180124,0.039349828906433335,1.0099794376728688
20180125,-0.04008769142297261,1.005930663268771
20180126,0.04189386096977756,1.0101448952039929
20180129,0.028515328220594084,1.0130253565277028
20180130,-0.022088301412462825,1.0107877555863576
20180131,0.012750218581596227,1.0120765320686904
20180201,0.013577879354299865,1.013450717373665
20180202,-0.06678155787348912,1.0066827356002432
20180205,-0.12138472641842556,0.9944631447551445
20180206,0.03502155911771681,0.9979459097365877
20180207,-0.03814837447663868,0.9941389083093816
20180208,-0.0067856916366148485,0.9934643163018068
20180209,0.00439368628821297,0.9939008133562433
20180212,-0.013271524302260005,0.9925817554763939
20180213,-0.01986016669986065,0.9906104715636938
20180214,-0.023527387878772843,0.9882798238835685
20180222,-0.016682180865351604,0.9866311576068081
20180223,-0.04008649218340604,0.982676099388077
20180226,-0.013274799408204125,0.9813716165778157
20180227,-0.007300321114538202,0.9806551837844445
20180228,-0.02513913127347454,0.9781899018445274
20180301,0.0019021587636650931,0.9783759690939595
20180302,0.009553918775101304,0.9793107015479829
20180305,0.1083482524815118,0.9899213618628997
20180306,-0.019395815677577786,0.9880013286359007
20180307,0.03188926476826503,0.9911519922319276
20180308,0.04506706169521169,0.9956188230302525
20180309,0.06301374396818499,1.0018925899906859
20180312,0.0643484747717575,1.0083396159957885
20180313,0.008681659334401702,1.0092150220997342
20180314,-0.10398048401494595,0.9987211554524258
20180315,0.01324762977141807,1.0000442242636574
20180316,0.004187651303558405,1.0004630079135926
20180319,0.060472556401188635,1.0065130634809283
20180320,-0.005590968948237058,1.0059503251525366
20180321,-0.018341498178823107,1.0041052615468593
20180322,0.011163089130061301,1.0052261531999205
20180323,0.18422944003787917,1.0237453783314658
20180326,-0.013448693532956645,1.0223685745465698
20180327,-0.022383065823312325,1.0200802002365936
20180328,0.026485214320231418,1.0227819045093027
20180329,-0.047745965900023155,1.0178985335157165
20180330,-0.042303067975302075,1.0135925104301888
20180402,0.00039221556954473864,1.0136322651065652
20180403,-0.02895940643666666,1.0106968462323112
20180404,0.0384577229460006,1.0145837561617912
20180409,-0.02938624011234352,1.0116022759745258
20180410,0.1191865331581085,1.0236592127953514
20180411,0.060083897769115234,1.0298097563445523
20180412,0.00991646231550428,1.0308309633086452
20180413,-0.030298121617654945,1.0277077391192884
20180416,0.06443702677791954,1.0343299822298389
20180417,-0.0511204530362258,1.0290424405017848
20180418,-0.031809755042690784,1.0257690817056955
20180419,1.9150227037545475,1.2222061897332814
20180420,0.0920957474258941,1.2334621889884854
20180423,-0.14819310806427252,1.2151831294418889
20180424,-0.030647749235075593,1.211458866659306
20180425,0.027665290701466238,1.214810402831206
20180426,-0.032848297931295074,1.2108199574269822
20180427,-0.025510823290634643,1.2077310560299128
20180502,-0.05189788770458642,1.2014631869575947
20180503,0.021710529592443628,1.2040716271650622
20180504,0.001661199249609344,1.2042716474534145
20180507,-0.05115974196544525,1.1981106247794127
20180508,0.002204181735171199,1.198374710134998
20180509,0.04642297125503014,1.203937921607133
20180510,-0.042782323183236645,1.198787195481658
20180511,0.08997804540134247,1.2095736483518176
20180514,-0.06105266077487041,1.2021888793883129
20180515,-0.017980289913792098,1.200027308930059
20180516,-0.004046042263259168,1.1995417728091593
20180517,0.0290824448641239,1.2030303335561527
20180518,0.08605152837075802,1.2133825934440419
20180521,0.08414650153380564,1.223592783470075
20180522,0.05288530584369319,1.2300637913282702
20180523,0.09407027325790514,1.2416350350257606
20180524,-0.005712732405648542,1.2409257221557026
20180525,0.030309155344072164,1.24468686320403
20180528,-0.1561161104498013,1.2252552960228924
20180529,-0.018080625312814097,1.2230399578308992
20180530,0.021128654153437492,1.2256240766593836
20180531,-0.0631766829175736,1.2178809902926582
20180601,-0.004468490927375505,1.2173367812770837
20180604,0.010148516256515212,1.2185721974885282
20180605,0.007048693684237722,1.2194311317037507
20180606,0.01756943160541225,1.2215736028903488
20180607,-0.04067518153909584,1.2166048300842556
20180608,-0.032275369763144116,1.212678193009596
20180611,0.04040876284861841,1.2175784755608976
20180612,-0.10533029116325411,1.2047536860264036
20180613,0.009866967306844925,1.2059424125496858
20180614,-0.02169431678645158,1.2033262028772789
20180615,-0.050097400010356646,1.1972978514644301
20180619,0.048068807093109886,1.2030531194099339
20180620,0.02403331452470448,1.2059444548108045
20180621,0.0,1.2059444548108045
