合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
SM,20180523,0,[ 0.],7434.0,5,37170.0,82
SF,20180523,0,[ 0.],6620.0,5,33100.0,92
Y,20180523,0,[ 0.],5798.0,10,57980.0,52
I,20180523,0,[ 0.],456.5,100,45650.0,56
FG,20180523,0,[ 0.],1377.0,20,27540.0,101
M,20180523,1,[ 1.],2980.0,10,29800.0,108
C,20180523,1,[ 1.],1764.0,10,17640.0,165
CF,20180523,1,[ 1.],17640.0,5,88200.0,40
RM,20180523,1,[ 1.],2475.0,10,24750.0,131
P,20180523,1,[ 1.],5144.0,10,51440.0,57
