合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
SM,20180208,0,[ 0.],7686.0,5,38430.0,82
SF,20180208,0,[ 0.],6622.0,5,33110.0,92
Y,20180208,0,[ 0.],5640.0,10,56400.0,52
JD,20180208,0,[ 0.],3678.0,10,36780.0,78
FG,20180208,0,[ 0.],1466.0,20,29320.0,101
M,20180208,1,[ 1.],2806.0,10,28060.0,108
CF,20180208,1,[ 1.],14945.0,5,74725.0,40
RM,20180208,1,[ 1.],2338.0,10,23380.0,131
A,20180208,1,[ 1.],3538.0,10,35380.0,82
P,20180208,1,[ 1.],5130.0,10,51300.0,57
