合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
SM,20180110,0,[ 0.],7246.0,5,36230.0,82
SF,20180110,0,[ 0.],6472.0,5,32360.0,92
Y,20180110,0,[ 0.],5798.0,10,57980.0,52
FG,20180110,0,[ 0.],1508.0,20,30160.0,101
M,20180110,1,[ 1.],2768.0,10,27680.0,108
CF,20180110,1,[ 1.],15250.0,5,76250.0,40
RM,20180110,1,[ 1.],2287.0,10,22870.0,131
