合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
SM,20180517,0,[ 0.],7516.0,5,37580.0,82
SF,20180517,0,[ 0.],6704.0,5,33520.0,92
Y,20180517,0,[ 0.],5744.0,10,57440.0,52
I,20180517,0,[ 0.],483.0,100,48300.0,56
FG,20180517,0,[ 0.],1366.0,20,27320.0,101
M,20180517,1,[ 1.],2976.0,10,29760.0,108
C,20180517,1,[ 1.],1768.0,10,17680.0,165
CF,20180517,1,[ 1.],17045.0,5,85225.0,40
RM,20180517,1,[ 1.],2445.0,10,24450.0,131
P,20180517,1,[ 1.],5066.0,10,50660.0,57
