合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
SM,20180222,0,[ 0.],7926.0,5,39630.0,82
SF,20180222,0,[ 0.],6774.0,5,33870.0,92
Y,20180222,0,[ 0.],5658.0,10,56580.0,52
JD,20180222,0,[ 0.],3698.0,10,36980.0,78
FG,20180222,0,[ 0.],1446.0,20,28920.0,101
M,20180222,1,[ 1.],2959.0,10,29590.0,108
CF,20180222,1,[ 1.],14980.0,5,74900.0,40
RM,20180222,1,[ 1.],2464.0,10,24640.0,131
A,20180222,1,[ 1.],3613.0,10,36130.0,82
P,20180222,1,[ 1.],5150.0,10,51500.0,57
