合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
SM,20180613,0,[ 0.],7852.0,5,39260.0,82
SF,20180613,0,[ 0.],6542.0,5,32710.0,92
Y,20180613,0,[ 0.],5632.0,10,56320.0,52
FG,20180613,0,[ 0.],1439.0,20,28780.0,101
M,20180613,1,[ 1.],2940.0,10,29400.0,108
C,20180613,1,[ 1.],1756.0,10,17560.0,165
V,20180613,1,[ 1.],6985.0,5,34925.0,90
CF,20180613,1,[ 1.],18090.0,5,90450.0,40
RM,20180613,1,[ 1.],2379.0,10,23790.0,131
