合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
SM,20180227,0,[ 0.],8048.0,5,40240.0,82
SF,20180227,0,[ 0.],6776.0,5,33880.0,92
Y,20180227,0,[ 0.],5766.0,10,57660.0,52
I,20180227,0,[ 0.],546.5,100,54650.0,56
FG,20180227,0,[ 0.],1492.0,20,29840.0,101
M,20180227,1,[ 1.],2972.0,10,29720.0,108
CF,20180227,1,[ 1.],15190.0,5,75950.0,40
RM,20180227,1,[ 1.],2463.0,10,24630.0,131
A,20180227,1,[ 1.],3651.0,10,36510.0,82
L,20180227,1,[ 1.],9485.0,5,47425.0,61
