合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
SM,20180419,0,[ 0.],7846.0,5,39230.0,82
SF,20180419,0,[ 0.],6150.0,5,30750.0,92
Y,20180419,0,[ 0.],5820.0,10,58200.0,52
FG,20180419,0,[ 0.],1384.0,20,27680.0,101
M,20180419,1,[ 1.],3214.0,10,32140.0,108
C,20180419,1,[ 1.],1737.0,10,17370.0,165
CF,20180419,1,[ 1.],15390.0,5,76950.0,40
PP,20180419,1,[ 1.],9026.0,5,45130.0,64
RM,20180419,1,[ 1.],2657.0,10,26570.0,131
