合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
SM,20180508,0,[ 0.],7162.0,5,35810.0,82
SF,20180508,0,[ 0.],6600.0,5,33000.0,92
Y,20180508,0,[ 0.],5782.0,10,57820.0,52
FG,20180508,0,[ 0.],1380.0,20,27600.0,101
M,20180508,1,[ 1.],3089.0,10,30890.0,108
C,20180508,1,[ 1.],1744.0,10,17440.0,165
CF,20180508,1,[ 1.],15720.0,5,78600.0,40
RM,20180508,1,[ 1.],2559.0,10,25590.0,131
P,20180508,1,[ 1.],4986.0,10,49860.0,57
