合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
SM,20180228,0,[ 0.],8152.0,5,40760.0,82
SF,20180228,0,[ 0.],6794.0,5,33970.0,92
Y,20180228,0,[ 0.],5796.0,10,57960.0,52
I,20180228,0,[ 0.],543.0,100,54300.0,56
FG,20180228,0,[ 0.],1496.0,20,29920.0,101
M,20180228,1,[ 1.],3008.0,10,30080.0,108
CF,20180228,1,[ 1.],15195.0,5,75975.0,40
RM,20180228,1,[ 1.],2493.0,10,24930.0,131
A,20180228,1,[ 1.],3660.0,10,36600.0,82
L,20180228,1,[ 1.],9485.0,5,47425.0,61
