合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
SM,20180122,0,[ 0.],7666.0,5,38330.0,82
SF,20180122,0,[ 0.],6812.0,5,34060.0,92
Y,20180122,0,[ 0.],5744.0,10,57440.0,52
JD,20180122,0,[ 0.],3680.0,10,36800.0,78
FG,20180122,0,[ 0.],1457.0,20,29140.0,101
M,20180122,1,[ 1.],2786.0,10,27860.0,108
CF,20180122,1,[ 1.],15520.0,5,77600.0,40
RM,20180122,1,[ 1.],2302.0,10,23020.0,131
A,20180122,1,[ 1.],3523.0,10,35230.0,82
