合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
SM,20180108,0,[ 0.],7154.0,5,35770.0,82
SF,20180108,0,[ 0.],6418.0,5,32090.0,92
Y,20180108,0,[ 0.],5756.0,10,57560.0,52
FG,20180108,0,[ 0.],1512.0,20,30240.0,101
M,20180108,1,[ 1.],2767.0,10,27670.0,108
CF,20180108,1,[ 1.],15175.0,5,75875.0,40
RM,20180108,1,[ 1.],2280.0,10,22800.0,131
