合约,日期,变化
RI,20180420,删除
JM,20180420,不变
J,20180420,不变
I,20180420,不变
FB,20180420,删除
AG,20180420,不变
SN,20180420,不变
C,20180420,不变
CF,20180420,不变
SR,20180420,不变
BB,20180420,新增
ZC,20180420,新增
