合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
SM,20180620,0,[ 0.],8028.0,5,40140.0,82
SF,20180620,0,[ 0.],6422.0,5,32110.0,92
Y,20180620,0,[ 0.],5494.0,10,54940.0,52
I,20180620,0,[ 0.],453.0,100,45300.0,56
SR,20180620,0,[ 0.],5127.0,10,51270.0,50
M,20180620,1,[ 1.],3044.0,10,30440.0,108
C,20180620,1,[ 1.],1770.0,10,17700.0,165
CF,20180620,1,[ 1.],16885.0,5,84425.0,40
RM,20180620,1,[ 1.],2451.0,10,24510.0,131
A,20180620,1,[ 1.],3651.0,10,36510.0,82
