合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
SM,20180305,0,[ 0.],7974.0,5,39870.0,82
SF,20180305,0,[ 0.],6400.0,5,32000.0,92
Y,20180305,0,[ 0.],5854.0,10,58540.0,52
I,20180305,0,[ 0.],520.0,100,52000.0,56
FG,20180305,0,[ 0.],1484.0,20,29680.0,101
M,20180305,1,[ 1.],3120.0,10,31200.0,108
CF,20180305,1,[ 1.],15360.0,5,76800.0,40
RM,20180305,1,[ 1.],2570.0,10,25700.0,131
L,20180305,1,[ 1.],9540.0,5,47700.0,61
