合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
SM,20180129,0,[ 0.],7668.0,5,38340.0,82
SF,20180129,0,[ 0.],6650.0,5,33250.0,92
Y,20180129,0,[ 0.],5814.0,10,58140.0,52
I,20180129,0,[ 0.],514.5,100,51450.0,56
JD,20180129,0,[ 0.],3626.0,10,36260.0,78
M,20180129,1,[ 1.],2808.0,10,28080.0,108
CF,20180129,1,[ 1.],15400.0,5,77000.0,40
RM,20180129,1,[ 1.],2340.0,10,23400.0,131
A,20180129,1,[ 1.],3528.0,10,35280.0,82
