合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
SM,20180601,0,[ 0.],7620.0,5,38100.0,82
SF,20180601,0,[ 0.],6618.0,5,33090.0,92
Y,20180601,0,[ 0.],5862.0,10,58620.0,52
I,20180601,0,[ 0.],460.0,100,46000.0,56
FG,20180601,0,[ 0.],1451.0,20,29020.0,101
M,20180601,1,[ 1.],3029.0,10,30290.0,108
C,20180601,1,[ 1.],1768.0,10,17680.0,165
CF,20180601,1,[ 1.],18815.0,5,94075.0,40
RM,20180601,1,[ 1.],2498.0,10,24980.0,131
P,20180601,1,[ 1.],5098.0,10,50980.0,57
