合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
SM,20180319,0,[ 0.],7636.0,5,38180.0,82
SF,20180319,0,[ 0.],6152.0,5,30760.0,92
Y,20180319,0,[ 0.],5686.0,10,56860.0,52
I,20180319,0,[ 0.],462.5,100,46250.0,56
JD,20180319,0,[ 0.],3439.0,10,34390.0,78
M,20180319,1,[ 1.],2993.0,10,29930.0,108
CF,20180319,1,[ 1.],14920.0,5,74600.0,40
PP,20180319,1,[ 1.],8757.0,5,43785.0,64
RM,20180319,1,[ 1.],2484.0,10,24840.0,131
P,20180319,1,[ 1.],5108.0,10,51080.0,57
