合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
SM,20180412,0,[ 0.],7514.0,5,37570.0,82
SF,20180412,0,[ 0.],5866.0,5,29330.0,92
Y,20180412,0,[ 0.],5830.0,10,58300.0,52
I,20180412,0,[ 0.],450.0,100,45000.0,56
FG,20180412,0,[ 0.],1357.0,20,27140.0,101
M,20180412,1,[ 1.],3220.0,10,32200.0,108
C,20180412,1,[ 1.],1744.0,10,17440.0,165
CF,20180412,1,[ 1.],15285.0,5,76425.0,40
PP,20180412,1,[ 1.],9038.0,5,45190.0,64
RM,20180412,1,[ 1.],2663.0,10,26630.0,131
