合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
SM,20180315,0,[ 0.],7634.0,5,38170.0,82
SF,20180315,0,[ 0.],6168.0,5,30840.0,92
Y,20180315,0,[ 0.],5684.0,10,56840.0,52
JD,20180315,0,[ 0.],3643.0,10,36430.0,78
FG,20180315,0,[ 0.],1457.0,20,29140.0,101
M,20180315,1,[ 1.],2995.0,10,29950.0,108
CF,20180315,1,[ 1.],15005.0,5,75025.0,40
PP,20180315,1,[ 1.],8890.0,5,44450.0,64
RM,20180315,1,[ 1.],2494.0,10,24940.0,131
A,20180315,1,[ 1.],3638.0,10,36380.0,82
