合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
SM,20180103,0,[ 0.],7120.0,5,35600.0,82
SF,20180103,0,[ 0.],6468.0,5,32340.0,92
Y,20180103,0,[ 0.],5778.0,10,57780.0,52
I,20180103,0,[ 0.],536.0,100,53600.0,56
FG,20180103,0,[ 0.],1454.0,20,29080.0,101
M,20180103,1,[ 1.],2773.0,10,27730.0,108
C,20180103,1,[ 1.],1853.0,10,18530.0,165
CF,20180103,1,[ 1.],14960.0,5,74800.0,40
RM,20180103,1,[ 1.],2294.0,10,22940.0,131
P,20180103,1,[ 1.],5320.0,10,53200.0,57
