合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
SM,20180614,0,[ 0.],7944.0,5,39720.0,82
SF,20180614,0,[ 0.],6550.0,5,32750.0,92
Y,20180614,0,[ 0.],5656.0,10,56560.0,52
SR,20180614,0,[ 0.],5223.0,10,52230.0,50
FG,20180614,0,[ 0.],1442.0,20,28840.0,101
M,20180614,1,[ 1.],2947.0,10,29470.0,108
C,20180614,1,[ 1.],1763.0,10,17630.0,165
V,20180614,1,[ 1.],6920.0,5,34600.0,90
CF,20180614,1,[ 1.],17570.0,5,87850.0,40
RM,20180614,1,[ 1.],2384.0,10,23840.0,131
