合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
SM,20180112,0,[ 0.],7372.0,5,36860.0,82
SF,20180112,0,[ 0.],6456.0,5,32280.0,92
Y,20180112,0,[ 0.],5738.0,10,57380.0,52
I,20180112,0,[ 0.],544.0,100,54400.0,56
JD,20180112,0,[ 0.],3722.0,10,37220.0,78
M,20180112,1,[ 1.],2729.0,10,27290.0,108
CF,20180112,1,[ 1.],15450.0,5,77250.0,40
RM,20180112,1,[ 1.],2246.0,10,22460.0,131
