合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
SM,20180130,0,[ 0.],7624.0,5,38120.0,82
SF,20180130,0,[ 0.],6628.0,5,33140.0,92
Y,20180130,0,[ 0.],5728.0,10,57280.0,52
JD,20180130,0,[ 0.],3626.0,10,36260.0,78
FG,20180130,0,[ 0.],1494.0,20,29880.0,101
M,20180130,1,[ 1.],2804.0,10,28040.0,108
CF,20180130,1,[ 1.],15255.0,5,76275.0,40
RM,20180130,1,[ 1.],2343.0,10,23430.0,131
A,20180130,1,[ 1.],3536.0,10,35360.0,82
