合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
SM,20180308,0,[ 0.],7812.0,5,39060.0,82
SF,20180308,0,[ 0.],6304.0,5,31520.0,92
Y,20180308,0,[ 0.],5732.0,10,57320.0,52
I,20180308,0,[ 0.],500.5,100,50050.0,56
JD,20180308,0,[ 0.],3669.0,10,36690.0,78
M,20180308,1,[ 1.],3115.0,10,31150.0,108
CF,20180308,1,[ 1.],15125.0,5,75625.0,40
PP,20180308,1,[ 1.],8970.0,5,44850.0,64
RM,20180308,1,[ 1.],2548.0,10,25480.0,131
L,20180308,1,[ 1.],9305.0,5,46525.0,61
