合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
SM,20180316,0,[ 0.],7674.0,5,38370.0,82
SF,20180316,0,[ 0.],6164.0,5,30820.0,92
Y,20180316,0,[ 0.],5684.0,10,56840.0,52
I,20180316,0,[ 0.],483.5,100,48350.0,56
JD,20180316,0,[ 0.],3615.0,10,36150.0,78
M,20180316,1,[ 1.],3036.0,10,30360.0,108
CF,20180316,1,[ 1.],14945.0,5,74725.0,40
PP,20180316,1,[ 1.],8758.0,5,43790.0,64
RM,20180316,1,[ 1.],2510.0,10,25100.0,131
P,20180316,1,[ 1.],5100.0,10,51000.0,57
