合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
SM,20180105,0,[ 0.],7080.0,5,35400.0,82
SF,20180105,0,[ 0.],6396.0,5,31980.0,92
Y,20180105,0,[ 0.],5824.0,10,58240.0,52
FG,20180105,0,[ 0.],1460.0,20,29200.0,101
M,20180105,1,[ 1.],2775.0,10,27750.0,108
C,20180105,1,[ 1.],1853.0,10,18530.0,165
CF,20180105,1,[ 1.],15170.0,5,75850.0,40
RM,20180105,1,[ 1.],2293.0,10,22930.0,131
P,20180105,1,[ 1.],5362.0,10,53620.0,57
