合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
T,20180118,0,[ 0.],91.495,10000,914950.0,3
RI,20180118,0,[ 0.],2731.0,20,54620.0,54
TF,20180118,0,[ 0.],95.66,10000,956600.0,3
PP,20180118,0,[ 0.],9400.0,5,47000.0,66
AU,20180118,0,[ 0.],278.65,1000,278650.0,11
SM,20180118,1,[ 1.],7622.0,5,38110.0,67
WH,20180118,1,[ 1.],2604.0,20,52080.0,58
IF,20180118,1,[ 1.],4280.0,300,1284000.0,2
V,20180118,1,[ 1.],6625.0,5,33125.0,89
ZC,20180118,1,[ 1.],646.2,100,64620.00000000001,43
