合约,日期,变化
RI,20180410,不变
NI,20180410,删除
TA,20180410,删除
SR,20180410,删除
SM,20180410,不变
WH,20180410,不变
A,20180410,删除
V,20180410,不变
Y,20180410,删除
IF,20180410,新增
L,20180410,新增
