合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
RI,20180126,0,[ 0.],2806.0,20,56120.0,54
PP,20180126,0,[ 0.],9596.0,5,47980.0,65
P,20180126,0,[ 0.],5228.0,10,52280.0,55
JD,20180126,0,[ 0.],3676.0,10,36760.0,76
M,20180126,0,[ 0.],2771.0,10,27710.0,104
WH,20180126,1,[ 1.],2611.0,20,52220.0,57
V,20180126,1,[ 1.],6930.0,5,34650.0,93
Y,20180126,1,[ 1.],5796.0,10,57960.0,50
L,20180126,1,[ 1.],10010.0,5,50050.0,63
ZC,20180126,1,[ 1.],673.0,100,67300.0,44
