合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
RI,20180319,0,[ 0.],2784.0,20,55680.0,55
TF,20180319,0,[ 0.],96.54,10000,965400.0000000001,3
PP,20180319,0,[ 0.],8757.0,5,43785.0,66
P,20180319,0,[ 0.],5108.0,10,51080.0,53
HC,20180319,0,[ 0.],3780.0,10,37800.0,75
WH,20180319,1,[ 1.],2578.0,20,51560.0,57
A,20180319,1,[ 1.],3714.0,10,37140.0,81
V,20180319,1,[ 1.],6305.0,5,31525.0,92
L,20180319,1,[ 1.],9345.0,5,46725.0,60
MA,20180319,1,[ 1.],2789.0,10,27890.0,109
