合约,日期,变化
T,20180214,不变
RI,20180214,不变
PP,20180214,不变
BU,20180214,不变
V,20180214,删除
SM,20180214,不变
WH,20180214,不变
IF,20180214,不变
Y,20180214,删除
RM,20180214,不变
TF,20180214,新增
A,20180214,新增
