合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
RI,20180124,0,[ 0.],2731.0,20,54620.0,54
PP,20180124,0,[ 0.],9497.0,5,47485.0,68
IH,20180124,0,[ 0.],3188.0,300,956400.0,3
M,20180124,0,[ 0.],2758.0,10,27580.0,104
C,20180124,0,[ 0.],1788.0,10,17880.0,169
SM,20180124,1,[ 1.],7680.0,5,38400.0,74
WH,20180124,1,[ 1.],2601.0,20,52020.0,59
IF,20180124,1,[ 1.],4404.6,300,1321380.0,2
V,20180124,1,[ 1.],6820.0,5,34100.0,93
Y,20180124,1,[ 1.],5780.0,10,57800.0,51
