合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
T,20180202,0,[ 0.],91.97,10000,919700.0,3
RI,20180202,0,[ 0.],2806.0,20,56120.0,54
TF,20180202,0,[ 0.],95.95,10000,959500.0,3
PP,20180202,0,[ 0.],9375.0,5,46875.0,67
P,20180202,0,[ 0.],5090.0,10,50900.0,55
WH,20180202,1,[ 1.],2599.0,20,51980.0,58
IF,20180202,1,[ 1.],4270.4,300,1281120.0,2
I,20180202,1,[ 1.],513.5,100,51350.0,59
J,20180202,1,[ 1.],2045.0,100,204500.0,14
FG,20180202,1,[ 1.],1487.0,20,29740.0,102
