合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
T,20180403,0,[ 0.],93.47,10000,934700.0,3
RI,20180403,0,[ 0.],2784.0,20,55680.0,54
TF,20180403,0,[ 0.],96.83,10000,968300.0,3
PP,20180403,0,[ 0.],8819.0,5,44095.0,67
IH,20180403,0,[ 0.],2702.0,300,810600.0,3
WH,20180403,1,[ 1.],2582.0,20,51640.0,57
A,20180403,1,[ 1.],3787.0,10,37870.0,78
Y,20180403,1,[ 1.],5888.0,10,58880.0,49
L,20180403,1,[ 1.],9265.0,5,46325.0,63
