合约,日期,变化
T,20180104,不变
RI,20180104,不变
TF,20180104,不变
PP,20180104,不变
IH,20180104,删除
WH,20180104,不变
IF,20180104,删除
A,20180104,不变
Y,20180104,不变
RM,20180104,删除
HC,20180104,新增
V,20180104,新增
L,20180104,新增
