合约,日期,变化
RI,20180412,不变
PP,20180412,不变
P,20180412,不变
HC,20180412,删除
M,20180412,删除
WH,20180412,不变
IF,20180412,删除
L,20180412,删除
FG,20180412,不变
RS,20180412,删除
IH,20180412,新增
OI,20180412,新增
V,20180412,新增
ZC,20180412,新增
MA,20180412,新增
