合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
T,20180116,0,[ 0.],91.97,10000,919700.0,3
RI,20180116,0,[ 0.],2731.0,20,54620.0,54
TF,20180116,0,[ 0.],95.985,10000,959850.0,3
PP,20180116,0,[ 0.],9416.0,5,47080.0,67
P,20180116,0,[ 0.],5228.0,10,52280.0,57
SM,20180116,1,[ 1.],7430.0,5,37150.0,72
WH,20180116,1,[ 1.],2611.0,20,52220.0,58
IF,20180116,1,[ 1.],4269.2,300,1280760.0,2
RM,20180116,1,[ 1.],2269.0,10,22690.0,129
ZC,20180116,1,[ 1.],633.4,100,63340.0,43
