合约,日期,变化
T,20180110,不变
RI,20180110,不变
TF,20180110,不变
PP,20180110,删除
JD,20180110,删除
SM,20180110,删除
WH,20180110,不变
IF,20180110,不变
Y,20180110,不变
RM,20180110,删除
P,20180110,新增
M,20180110,新增
A,20180110,新增
L,20180110,新增
