合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
T,20180130,0,[ 0.],91.785,10000,917850.0,3
RI,20180130,0,[ 0.],2806.0,20,56120.0,54
TF,20180130,0,[ 0.],95.875,10000,958750.0,3
PP,20180130,0,[ 0.],9489.0,5,47445.0,67
BU,20180130,0,[ 0.],2872.0,10,28720.0,109
WH,20180130,1,[ 1.],2610.0,20,52200.0,58
RM,20180130,1,[ 1.],2343.0,10,23430.0,131
I,20180130,1,[ 1.],517.5,100,51750.0,57
RS,20180130,1,[ 1.],5318.0,10,53180.0,57
