合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
T,20180228,0,[ 0.],92.645,10000,926450.0,3
RI,20180228,0,[ 0.],2806.0,20,56120.0,52
TF,20180228,0,[ 0.],96.42,10000,964200.0,3
PP,20180228,0,[ 0.],9149.0,5,45745.0,65
BU,20180228,0,[ 0.],2776.0,10,27760.0,118
SM,20180228,1,[ 1.],8152.0,5,40760.0,93
WH,20180228,1,[ 1.],2632.0,20,52640.0,56
A,20180228,1,[ 1.],3660.0,10,36600.0,81
V,20180228,1,[ 1.],6685.0,5,33425.0,94
Y,20180228,1,[ 1.],5796.0,10,57960.0,48
