合约,日期,变化
RI,20180326,不变
PP,20180326,不变
P,20180326,不变
HC,20180326,删除
IH,20180326,删除
WH,20180326,不变
A,20180326,不变
RM,20180326,删除
T,20180326,新增
TF,20180326,新增
