合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
RI,20180404,0,[ 0.],2784.0,20,55680.0,54
PP,20180404,0,[ 0.],8816.0,5,44080.0,69
HC,20180404,0,[ 0.],3410.0,10,34100.0,78
IH,20180404,0,[ 0.],2698.0,300,809400.0,3
AU,20180404,0,[ 0.],271.6,1000,271600.0,10
WH,20180404,1,[ 1.],2584.0,20,51680.0,57
A,20180404,1,[ 1.],3844.0,10,38440.0,78
Y,20180404,1,[ 1.],5954.0,10,59540.0,49
RM,20180404,1,[ 1.],2623.0,10,26230.0,135
J,20180404,1,[ 1.],1889.0,100,188900.0,16
