合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
T,20180205,0,[ 0.],91.755,10000,917550.0,3
RI,20180205,0,[ 0.],2806.0,20,56120.0,54
TF,20180205,0,[ 0.],95.88,10000,958800.0,3
PP,20180205,0,[ 0.],9500.0,5,47500.0,67
BU,20180205,0,[ 0.],2830.0,10,28300.0,111
SM,20180205,1,[ 1.],7782.0,5,38910.0,85
WH,20180205,1,[ 1.],2634.0,20,52680.0,58
A,20180205,1,[ 1.],3494.0,10,34940.0,81
V,20180205,1,[ 1.],6790.0,5,33950.0,97
L,20180205,1,[ 1.],9715.0,5,48575.0,62
