合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
RI,20180212,0,[ 0.],2806.0,20,56120.0,54
PP,20180212,0,[ 0.],9203.0,5,46015.0,65
BU,20180212,0,[ 0.],2700.0,10,27000.0,123
HC,20180212,0,[ 0.],3945.0,10,39450.0,76
OI,20180212,0,[ 0.],6300.0,10,63000.0,43
SM,20180212,1,[ 1.],7776.0,5,38880.0,87
WH,20180212,1,[ 1.],2593.0,20,51860.0,56
IF,20180212,1,[ 1.],3855.0,300,1156500.0,2
Y,20180212,1,[ 1.],5644.0,10,56440.0,50
RM,20180212,1,[ 1.],2380.0,10,23800.0,128
