合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
T,20180302,0,[ 0.],92.635,10000,926350.0,3
RI,20180302,0,[ 0.],2784.0,20,55680.0,53
TF,20180302,0,[ 0.],96.43,10000,964300.0000000001,3
PP,20180302,0,[ 0.],9262.0,5,46310.0,65
BU,20180302,0,[ 0.],2748.0,10,27480.0,119
WH,20180302,1,[ 1.],2656.0,20,53120.0,56
A,20180302,1,[ 1.],3711.0,10,37110.0,81
V,20180302,1,[ 1.],6795.0,5,33975.0,92
Y,20180302,1,[ 1.],5854.0,10,58540.0,48
RM,20180302,1,[ 1.],2578.0,10,25780.0,135
