合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
RI,20180122,0,[ 0.],2731.0,20,54620.0,54
PP,20180122,0,[ 0.],9456.0,5,47280.0,66
JD,20180122,0,[ 0.],3680.0,10,36800.0,78
C,20180122,0,[ 0.],1797.0,10,17970.0,169
CU,20180122,0,[ 0.],53310.0,5,266550.0,11
WH,20180122,1,[ 1.],2618.0,20,52360.0,59
IF,20180122,1,[ 1.],4354.8,300,1306440.0,2
V,20180122,1,[ 1.],6680.0,5,33400.0,88
Y,20180122,1,[ 1.],5744.0,10,57440.0,50
RM,20180122,1,[ 1.],2302.0,10,23020.0,127
