合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
RI,20180306,0,[ 0.],2784.0,20,55680.0,53
PP,20180306,0,[ 0.],9227.0,5,46135.0,66
BU,20180306,0,[ 0.],2698.0,10,26980.0,120
HC,20180306,0,[ 0.],4016.0,10,40160.0,78
M,20180306,0,[ 0.],3123.0,10,31230.0,106
SM,20180306,1,[ 1.],8090.0,5,40450.0,94
WH,20180306,1,[ 1.],2606.0,20,52120.0,56
IF,20180306,1,[ 1.],4064.0,300,1219200.0,2
