合约,日期,变化
T,20180103,不变
RI,20180103,不变
TF,20180103,不变
PP,20180103,不变
M,20180103,删除
SR,20180103,删除
CU,20180103,删除
SM,20180103,删除
WH,20180103,不变
IF,20180103,不变
A,20180103,不变
V,20180103,删除
Y,20180103,不变
L,20180103,删除
ZC,20180103,删除
FB,20180103,删除
I,20180103,删除
MA,20180103,删除
J,20180103,删除
JM,20180103,删除
JM,20180103,删除
T,20180103,新增
RI,20180103,新增
TF,20180103,新增
PP,20180103,新增
IH,20180103,新增
WH,20180103,新增
IF,20180103,新增
A,20180103,新增
Y,20180103,新增
Y,20180103,新增
RM,20180103,新增
