合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
RI,20180227,0,[ 0.],2806.0,20,56120.0,53
PP,20180227,0,[ 0.],9174.0,5,45870.0,66
BU,20180227,0,[ 0.],2772.0,10,27720.0,118
IH,20180227,0,[ 0.],2917.6,300,875280.0,3
JD,20180227,0,[ 0.],3776.0,10,37760.0,67
SM,20180227,1,[ 1.],8048.0,5,40240.0,92
WH,20180227,1,[ 1.],2629.0,20,52580.0,56
A,20180227,1,[ 1.],3651.0,10,36510.0,81
Y,20180227,1,[ 1.],5766.0,10,57660.0,49
J,20180227,1,[ 1.],2273.5,100,227350.0,16
