合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
RI,20180413,0,[ 0.],2784.0,20,55680.0,54
PP,20180413,0,[ 0.],9008.0,5,45040.0,69
P,20180413,0,[ 0.],5058.0,10,50580.0,52
IH,20180413,0,[ 0.],2720.8,300,816240.0,3
V,20180413,0,[ 0.],6595.0,5,32975.0,88
SM,20180413,1,[ 1.],7838.0,5,39190.0,85
WH,20180413,1,[ 1.],2560.0,20,51200.0,57
RM,20180413,1,[ 1.],2675.0,10,26750.0,137
I,20180413,1,[ 1.],453.5,100,45350.0,63
MA,20180413,1,[ 1.],2658.0,10,26580.0,111
