合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
T,20180103,0,[ 0.],92.635,10000,926350.0,3
RI,20180103,0,[ 0.],2731.0,20,54620.0,54
TF,20180103,0,[ 0.],96.29,10000,962900.0000000001,3
PP,20180103,0,[ 0.],9490.0,5,47450.0,64
IH,20180103,0,[ 0.],2923.0,300,876900.0,3
WH,20180103,1,[ 1.],2625.0,20,52500.0,58
IF,20180103,1,[ 1.],4121.6,300,1236480.0,2
A,20180103,1,[ 1.],3659.0,10,36590.0,82
Y,20180103,1,[ 1.],5778.0,10,57780.0,52
RM,20180103,1,[ 1.],2294.0,10,22940.0,128
