合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
T,20180326,0,[ 0.],93.8,10000,938000.0,3
RI,20180326,0,[ 0.],2784.0,20,55680.0,54
TF,20180326,0,[ 0.],96.975,10000,969750.0,3
PP,20180326,0,[ 0.],8512.0,5,42560.0,65
P,20180326,0,[ 0.],5104.0,10,51040.0,53
SM,20180326,1,[ 1.],7360.0,5,36800.0,91
WH,20180326,1,[ 1.],2540.0,20,50800.0,56
IF,20180326,1,[ 1.],3854.0,300,1156200.0,2
A,20180326,1,[ 1.],3767.0,10,37670.0,78
V,20180326,1,[ 1.],6300.0,5,31500.0,93
