合约,日期,变化
RI,20180409,不变
WH,20180409,不变
A,20180409,不变
Y,20180409,不变
RM,20180409,删除
J,20180409,删除
NI,20180409,新增
TA,20180409,新增
SR,20180409,新增
SM,20180409,新增
V,20180409,新增
