合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
T,20180214,0,[ 0.],91.94,10000,919400.0,3
RI,20180214,0,[ 0.],2806.0,20,56120.0,54
TF,20180214,0,[ 0.],96.045,10000,960450.0,3
PP,20180214,0,[ 0.],9326.0,5,46630.0,67
BU,20180214,0,[ 0.],2652.0,10,26520.0,122
SM,20180214,1,[ 1.],7920.0,5,39600.0,89
WH,20180214,1,[ 1.],2588.0,20,51760.0,56
IF,20180214,1,[ 1.],3952.4,300,1185720.0,2
A,20180214,1,[ 1.],3568.0,10,35680.0,82
RM,20180214,1,[ 1.],2380.0,10,23800.0,131
