合约,日期,变化
T,20180122,删除
RI,20180122,不变
TF,20180122,删除
PP,20180122,不变
BU,20180122,删除
SM,20180122,删除
WH,20180122,不变
IF,20180122,不变
V,20180122,不变
RM,20180122,不变
JD,20180122,新增
C,20180122,新增
CU,20180122,新增
Y,20180122,新增
