合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
RI,20180409,0,[ 0.],2784,20,55680,53
NI,20180409,0,[ 0.],97920,1,97920,35
TA,20180409,0,[ 0.],5376,5,26880,113
SR,20180409,0,[ 0.],5551,10,55510,49
SM,20180409,1,[ 1.],7540,5,37700,89
WH,20180409,1,[ 1.],2586,20,51720,57
A,20180409,1,[ 1.],4031,10,40310,78
V,20180409,1,[ 1.],6680,5,33400,87
Y,20180409,1,[ 1.],5976,10,59760,48
