合约,日期,变化
T,20180119,不变
RI,20180119,不变
TF,20180119,不变
PP,20180119,不变
AU,20180119,删除
SM,20180119,不变
WH,20180119,不变
IF,20180119,不变
V,20180119,不变
ZC,20180119,删除
BU,20180119,新增
RM,20180119,新增
